Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date
TI-CMP-1025,Influencer,Working Women,28,"Email, YouTube, Instagram",49975,2211,718,360,159840,459.28,-0.03,English,6.58,Premium Shoppers,06-04-2025
TI-CMP-1026,Influencer,Youth,26,"WhatsApp, Facebook, Instagram",90287,2388,908,491,259248,452.78,0.17,Tamil,4.19,Tier 2 City Customers,12-08-2024
TI-CMP-1027,Email,Youth,23,"Instagram, WhatsApp, Google",63553,9245,4923,3012,846372,55.69,4.05,English,27.03,Working Women,10-01-2025
TI-CMP-1028,Email,Tier 2 City Customers,28,Email,81432,3495,974,765,453645,147.35,3.02,Bengali,6.43,Tier 2 City Customers,15-12-2024
TI-CMP-1029,Paid Ads,Youth,21,WhatsApp,61136,8796,4531,3267,1715175,26,19.2,Hindi,27.14,Youth,10-01-2025
TI-CMP-1030,Paid Ads,Tier 2 City Customers,24,"Google, Facebook",20633,2101,815,334,119906,892.16,-0.6,English,15.75,Premium Shoppers,11-12-2024
TI-CMP-1031,Paid Ads,Premium Shoppers,22,Instagram,82330,6335,2053,987,711627,293.28,1.46,Tamil,11.39,Youth,09-01-2025
TI-CMP-1032,SEO,College Students,19,"Instagram, WhatsApp, YouTube",31068,2008,457,229,89081,1210.65,-0.68,Tamil,8.67,Premium Shoppers,01-01-2025
TI-CMP-1033,SEO,Working Women,12,"Google, WhatsApp, Instagram",54024,1366,304,105,36750,2308.9,-0.85,English,3.29,Youth,27-07-2024
TI-CMP-1034,Influencer,Tier 2 City Customers,21,Instagram,50190,4633,1558,864,465696,73.82,6.3,Tamil,14.06,Youth,07-06-2025
TI-CMP-1035,Email,Premium Shoppers,8,"YouTube, Google",86750,3826,1816,736,184736,88.08,1.85,Tamil,7.35,College Students,08-01-2025
TI-CMP-1036,Paid Ads,College Students,16,"WhatsApp, Email",40622,5768,3170,1371,847278,142.23,3.35,English,25.38,Youth,18-10-2024
TI-CMP-1037,Paid Ads,Premium Shoppers,10,"WhatsApp, Instagram",57483,1639,786,245,116620,590.48,-0.19,Hindi,4.64,Working Women,10-04-2025
TI-CMP-1038,Paid Ads,College Students,28,Facebook,66638,6271,2095,1254,850212,168.92,3.01,Tamil,14.44,Working Women,19-02-2025
TI-CMP-1039,SEO,Working Women,9,"Google, WhatsApp",17150,2531,1310,929,473790,166.07,2.07,Tamil,27.81,Youth,23-02-2025
TI-CMP-1040,Email,Tier 2 City Customers,19,"Email, Facebook",50877,2924,1385,971,737960,239.24,2.18,Tamil,10.38,College Students,19-08-2024
TI-CMP-1041,Social Media,Tier 2 City Customers,5,"YouTube, Instagram, WhatsApp",66343,2146,1235,414,330372,637.21,0.25,English,5.72,Working Women,25-11-2024
TI-CMP-1042,Social Media,College Students,16,"YouTube, WhatsApp, Email",88148,3225,666,342,122094,442.9,-0.19,Bengali,4.8,Premium Shoppers,30-01-2025
TI-CMP-1043,Paid Ads,Working Women,17,Google,89077,4674,1689,1062,328158,116.34,1.66,English,8.34,Tier 2 City Customers,14-08-2024
TI-CMP-1044,Social Media,College Students,8,"Email, Instagram",64189,4130,2344,1735,1028855,147.93,3.01,English,12.79,College Students,11-12-2024
TI-CMP-1045,SEO,Tier 2 City Customers,9,Instagram,67904,5286,2953,2085,1642980,68.93,10.43,Hindi,15.2,College Students,29-01-2025
TI-CMP-1046,Influencer,Tier 2 City Customers,29,"YouTube, WhatsApp, Instagram",26025,807,225,131,79910,564.83,0.08,English,4.47,Tier 2 City Customers,08-02-2025
TI-CMP-1047,Paid Ads,College Students,9,"Instagram, WhatsApp, YouTube",99437,6503,1367,736,247296,107.88,2.11,English,8.65,College Students,16-04-2025
TI-CMP-1048,Influencer,Youth,21,"Google, WhatsApp",78491,8395,3919,1426,460598,69.59,3.64,Tamil,17.51,Tier 2 City Customers,18-04-2025
TI-CMP-1049,Influencer,College Students,24,"Instagram, Email, YouTube",48940,5913,1620,1028,577736,113.14,3.97,English,17.49,Youth,02-04-2025
TI-CMP-1050,Influencer,Youth,7,"Email, YouTube",75582,8177,3461,1690,932880,72.66,6.6,English,17.63,Working Women,20-08-2024
TI-CMP-1051,SEO,Premium Shoppers,27,YouTube,59476,5996,2699,1692,888300,88.01,4.97,Bengali,17.46,College Students,18-08-2024
TI-CMP-1052,SEO,Youth,22,"Email, Instagram, YouTube",67318,7241,4292,1360,814640,56.84,9.54,English,19.15,Youth,25-12-2024
TI-CMP-1053,Email,Premium Shoppers,8,"Facebook, YouTube",83157,10447,5949,2039,962408,124.78,2.78,English,22.17,Premium Shoppers,17-12-2024
TI-CMP-1054,SEO,College Students,27,"Email, Instagram, YouTube",29555,2039,576,333,243090,789.84,-0.08,Hindi,9.97,College Students,07-12-2024
TI-CMP-1055,Paid Ads,Youth,12,"Google, Email",99295,11379,6342,3458,2164708,48.39,11.94,English,21.33,College Students,30-04-2025
TI-CMP-1056,Paid Ads,Working Women,20,Email,74948,7287,2249,1085,616280,148.59,2.82,English,14.17,Working Women,25-12-2024
TI-CMP-1057,Influencer,Premium Shoppers,19,"Email, YouTube, Google",50587,2361,729,268,209040,848.16,-0.08,English,6.64,College Students,12-04-2025
TI-CMP-1058,Paid Ads,Tier 2 City Customers,5,Facebook,77146,4869,2559,1648,787744,169.85,1.81,Bengali,11.76,College Students,16-12-2024
TI-CMP-1059,SEO,Tier 2 City Customers,28,"Instagram, Email, YouTube",70110,4920,1042,664,249664,359.76,0.05,Hindi,9.45,Tier 2 City Customers,19-05-2025
TI-CMP-1060,Email,Youth,10,Instagram,52150,3546,1911,1231,851852,217.62,2.18,Tamil,12.82,Tier 2 City Customers,16-11-2024
TI-CMP-1061,Email,Youth,26,"Google, YouTube",71997,6092,2424,839,454738,309.62,0.75,Bengali,12.99,Working Women,10-02-2025
TI-CMP-1062,Email,Tier 2 City Customers,16,"YouTube, Instagram",85729,6909,3587,2605,1052420,84.18,3.8,English,15.28,Working Women,24-01-2025
TI-CMP-1063,Email,Working Women,22,"Email, Instagram",76954,7208,1586,592,288304,167.77,1.9,Bengali,12.2,Working Women,10-02-2025
TI-CMP-1064,Email,Youth,10,"YouTube, Facebook",99221,12215,6987,2841,636384,50.7,3.42,English,22.22,Premium Shoppers,12-03-2025
TI-CMP-1065,Email,Youth,18,"Instagram, YouTube, Email",19448,1225,251,156,54912,973.12,-0.64,English,8.39,Tier 2 City Customers,05-01-2025
TI-CMP-1066,Influencer,Premium Shoppers,21,"Google, Email",84830,7552,3772,2637,2109600,61.15,12.08,Hindi,16.46,Tier 2 City Customers,09-03-2025
TI-CMP-1067,Social Media,Youth,5,"Facebook, Instagram",55807,5391,3095,1351,920031,171.49,2.97,Tamil,17.63,Tier 2 City Customers,30-10-2024
TI-CMP-1068,Paid Ads,Tier 2 City Customers,11,Instagram,68356,4330,2196,1610,883890,139.49,2.94,Bengali,11.9,Premium Shoppers,26-03-2025
TI-CMP-1069,Influencer,Working Women,8,"Instagram, WhatsApp",47180,2866,1704,1054,339388,48.35,5.66,Tamil,11.92,College Students,07-11-2024
TI-CMP-1070,SEO,Premium Shoppers,20,"YouTube, Google, Email",13123,738,151,107,69443,1920.63,-0.66,Bengali,7.59,College Students,03-10-2024
TI-CMP-1071,Email,Premium Shoppers,5,"Instagram, YouTube, Facebook",30917,3554,1793,1247,825514,200.01,2.31,Hindi,21.33,Working Women,20-02-2025
TI-CMP-1072,Paid Ads,Working Women,16,"Facebook, YouTube",69961,6432,3289,1495,373750,98.59,1.54,English,16.03,College Students,27-11-2024
TI-CMP-1073,Social Media,Youth,19,WhatsApp,46890,2527,698,226,84750,997,-0.62,Bengali,7.36,Tier 2 City Customers,06-11-2024
TI-CMP-1074,Email,Tier 2 City Customers,30,Facebook,77742,6242,2023,1412,731416,153.96,2.36,Tamil,12.45,Premium Shoppers,14-04-2025
TI-CMP-1075,Paid Ads,Premium Shoppers,20,YouTube,13079,1330,540,370,88430,521.86,-0.54,Hindi,17.13,Working Women,17-10-2024
TI-CMP-1076,Influencer,Tier 2 City Customers,30,"Google, Facebook, WhatsApp",27384,2216,581,264,76032,1085.9,-0.73,Hindi,11.18,Working Women,08-08-2024
TI-CMP-1077,Paid Ads,College Students,20,"Google, Facebook",96354,7252,3296,1554,781662,34.52,13.57,Hindi,12.56,Working Women,18-01-2025
TI-CMP-1078,Email,College Students,7,"Instagram, Google, Email",16594,1897,583,276,98532,673.99,-0.47,Hindi,16.61,Premium Shoppers,07-07-2024
TI-CMP-1079,Email,Tier 2 City Customers,8,Facebook,57801,2583,1172,835,361555,266.22,0.63,English,7.94,Youth,07-09-2024
TI-CMP-1080,Social Media,Working Women,9,"WhatsApp, YouTube",37319,968,394,227,88076,830.27,-0.53,Hindi,4.26,Youth,31-10-2024
TI-CMP-1081,Email,College Students,15,YouTube,29054,2647,1109,694,494822,187.1,2.81,Bengali,15.32,College Students,26-09-2024
TI-CMP-1082,Social Media,Youth,29,YouTube,18694,406,188,126,91602,1219.13,-0.4,Tamil,3.85,Premium Shoppers,05-10-2024
TI-CMP-1083,Email,Working Women,25,"Email, YouTube",25453,3175,1112,887,447935,276.78,0.82,Bengali,20.33,Youth,26-05-2025
TI-CMP-1084,Paid Ads,Youth,12,YouTube,24793,862,221,120,56040,1235.53,-0.62,English,4.85,College Students,15-04-2025
TI-CMP-1085,Email,Tier 2 City Customers,26,YouTube,63997,4074,920,504,240408,505.49,-0.06,Hindi,8.59,Youth,06-01-2025
TI-CMP-1086,SEO,Tier 2 City Customers,28,Email,86361,4754,2194,1331,452540,189.07,0.8,Hindi,9.59,College Students,29-10-2024
TI-CMP-1087,Social Media,Youth,30,Google,59958,7454,1750,1175,629800,202.79,1.64,Hindi,17.31,Tier 2 City Customers,17-09-2024
TI-CMP-1088,Paid Ads,College Students,22,Instagram,55658,8247,1919,1286,326644,174.53,0.46,Tamil,20.58,Premium Shoppers,09-12-2024
TI-CMP-1089,Paid Ads,Working Women,26,"Facebook, Google",33796,5024,2476,1124,866604,99.33,6.76,Hindi,25.52,Working Women,22-01-2025
TI-CMP-1090,Influencer,Working Women,20,"Google, WhatsApp, Instagram",14253,1970,611,290,156310,947.86,-0.43,Tamil,20.14,College Students,15-07-2024
TI-CMP-1091,Social Media,Premium Shoppers,19,"Instagram, Google",49174,6208,3261,2013,1264164,135.68,3.63,Bengali,23.35,Youth,09-07-2024
TI-CMP-1092,Paid Ads,College Students,23,"Email, Google, Facebook",19474,614,312,238,127568,796.61,-0.33,Hindi,5.98,College Students,09-04-2025
TI-CMP-1093,Email,Tier 2 City Customers,18,Google,65092,2458,1144,913,677446,86.16,7.61,Hindi,6.94,Tier 2 City Customers,28-07-2024
TI-CMP-1094,Social Media,Premium Shoppers,24,"WhatsApp, YouTube",69090,7449,1740,909,404505,190.71,1.33,Hindi,14.62,Premium Shoppers,07-05-2025
TI-CMP-1095,Influencer,Premium Shoppers,10,"Email, Google",63267,6093,2473,1863,1142019,53.1,10.54,Bengali,16.48,Working Women,13-10-2024
TI-CMP-1096,Social Media,College Students,10,"WhatsApp, Email",28653,2186,481,290,153700,816.49,-0.35,Tamil,10.32,Premium Shoppers,06-04-2025
TI-CMP-1097,Social Media,Youth,5,"Facebook, Instagram",95071,6448,1969,1369,711880,90.67,4.73,Hindi,10.29,Working Women,20-12-2024
TI-CMP-1098,SEO,College Students,9,"Google, Instagram",91224,9066,4114,3165,2490855,23.75,32.14,English,17.92,Working Women,05-05-2025
TI-CMP-1099,SEO,Working Women,8,Google,71964,4708,2181,1490,689870,139.63,2.32,English,11.64,Tier 2 City Customers,17-07-2024
TI-CMP-1100,SEO,Youth,7,"WhatsApp, YouTube",29518,3451,1456,811,391713,215.06,1.25,Hindi,19.37,Premium Shoppers,11-06-2025
TI-CMP-1101,SEO,Premium Shoppers,13,"Instagram, WhatsApp",96007,2513,1101,811,594463,108.11,5.78,Tamil,4.61,Working Women,13-02-2025
TI-CMP-1102,Paid Ads,Youth,15,"WhatsApp, Instagram",30824,4483,1643,792,262944,180.58,0.84,Bengali,22.44,College Students,02-11-2024
TI-CMP-1103,Paid Ads,Tier 2 City Customers,27,"YouTube, WhatsApp, Google",59215,4757,2119,1263,757800,233.79,1.57,Hindi,13.74,College Students,04-02-2025
TI-CMP-1104,SEO,Tier 2 City Customers,23,Email,34525,1804,710,222,148962,695.74,-0.04,Tamil,7.92,Youth,23-03-2025
TI-CMP-1105,SEO,Premium Shoppers,12,YouTube,12913,287,131,77,24486,2647.38,-0.88,Hindi,3.83,Working Women,23-07-2024
TI-CMP-1106,Paid Ads,Tier 2 City Customers,8,Google,56128,5600,2094,1354,384536,205.69,0.38,Tamil,16.12,Working Women,29-07-2024
TI-CMP-1107,Paid Ads,Tier 2 City Customers,5,"Google, Facebook, WhatsApp",93133,2804,902,544,237184,212.32,1.05,English,4.56,College Students,03-09-2024
TI-CMP-1108,SEO,Premium Shoppers,11,"Google, Email, YouTube",12090,1314,499,251,74045,546.96,-0.46,Tamil,17.07,College Students,31-08-2024
TI-CMP-1109,SEO,Youth,5,"YouTube, Google",38672,2654,794,388,239008,587.97,0.05,Tamil,9.92,Youth,22-06-2025
TI-CMP-1110,Influencer,College Students,19,YouTube,20471,1696,495,206,146878,1389.44,-0.49,Bengali,11.71,Premium Shoppers,06-06-2025
TI-CMP-1111,SEO,Tier 2 City Customers,16,"YouTube, Instagram, Email",50264,5003,1115,584,237104,139.19,1.92,English,13.33,College Students,17-01-2025
TI-CMP-1112,Email,Working Women,16,WhatsApp,59293,6854,1530,961,341155,55.6,5.39,Hindi,15.76,Working Women,05-04-2025
TI-CMP-1113,Email,College Students,15,"Google, YouTube, WhatsApp",28605,3800,1847,1313,869206,162.56,3.07,Hindi,24.33,Tier 2 City Customers,27-12-2024
TI-CMP-1114,Influencer,Premium Shoppers,17,WhatsApp,74999,11155,3593,2436,613872,29.02,7.68,Bengali,22.91,Youth,03-02-2025
TI-CMP-1115,Influencer,Working Women,22,"Facebook, WhatsApp",71083,9615,4374,3294,1014552,64.73,3.76,English,24.31,Premium Shoppers,21-10-2024
TI-CMP-1116,Influencer,Youth,26,"Instagram, Google, Email",65721,8154,2631,954,371106,129.23,2.01,Bengali,17.86,College Students,24-08-2024
TI-CMP-1117,SEO,College Students,20,"WhatsApp, Instagram, Google",62766,5587,1179,919,364843,306.5,0.3,Tamil,12.24,Tier 2 City Customers,24-10-2024
TI-CMP-1118,Social Media,Youth,6,"Instagram, YouTube",34827,5132,1175,893,686717,166.83,3.61,Hindi,20.67,Premium Shoppers,25-02-2025
TI-CMP-1119,SEO,Working Women,8,Facebook,59463,1366,782,471,289194,243.84,1.52,Hindi,4.4,Premium Shoppers,19-09-2024
TI-CMP-1120,Email,Youth,22,"Email, YouTube",86333,1855,951,458,349912,366.53,1.08,Bengali,3.78,Tier 2 City Customers,25-05-2025
TI-CMP-1121,Paid Ads,Tier 2 City Customers,26,"WhatsApp, Email, YouTube",89063,4994,1520,1159,508801,166.51,1.64,Tamil,8.62,Tier 2 City Customers,30-12-2024
TI-CMP-1122,Influencer,Premium Shoppers,29,Google,87121,10389,2970,1525,846375,163.01,2.4,Bengali,17.08,College Students,17-05-2025
TI-CMP-1123,Influencer,College Students,14,"Facebook, Instagram",55331,7234,4101,2246,660324,93.51,2.14,Tamil,24.55,Working Women,08-08-2024
TI-CMP-1124,Social Media,College Students,7,"YouTube, Google, Instagram",53702,5052,1026,800,319200,184.62,1.16,Tamil,12.81,Tier 2 City Customers,17-11-2024
TI-CMP-1125,Paid Ads,Youth,17,Instagram,58258,4075,2352,1139,759713,67.38,8.9,Tamil,12.99,Tier 2 City Customers,15-09-2024
TI-CMP-1126,Social Media,College Students,16,Facebook,98584,10323,2819,1531,714977,180.33,1.59,Hindi,14.88,Tier 2 City Customers,13-11-2024
TI-CMP-1127,Social Media,Tier 2 City Customers,30,"Email, YouTube",48852,6103,2064,855,313785,239.67,0.53,English,18.47,College Students,26-05-2025
TI-CMP-1128,Email,Youth,16,"Google, WhatsApp, Facebook",20694,769,348,109,82731,2437.05,-0.69,Bengali,5.92,Premium Shoppers,17-01-2025
TI-CMP-1129,Influencer,Working Women,6,Google,50673,2942,617,337,72792,299.52,-0.28,Hindi,7.69,College Students,16-06-2025
TI-CMP-1130,Influencer,College Students,11,"Email, Facebook",28958,3849,1113,630,351540,424.9,0.31,Bengali,19.31,Working Women,17-01-2025
TI-CMP-1131,Social Media,Premium Shoppers,17,"Instagram, YouTube",96644,11165,2888,1628,553520,138.94,1.45,Bengali,16.23,Tier 2 City Customers,26-05-2025
TI-CMP-1132,Social Media,College Students,12,"Instagram, Email",92472,5757,1198,361,119130,289.53,0.14,Tamil,7.91,Working Women,23-02-2025
TI-CMP-1133,Paid Ads,College Students,27,"Email, Google, Instagram",80662,5020,2458,1739,883412,157.28,2.23,Tamil,11.43,Tier 2 City Customers,19-02-2025
TI-CMP-1134,Social Media,Working Women,5,"Google, Email",64595,6284,3401,2405,1570465,94.18,5.93,English,18.72,Premium Shoppers,22-08-2024
TI-CMP-1135,Influencer,College Students,28,"WhatsApp, Email",21863,2610,1049,601,267445,319.15,0.39,Tamil,19.48,Working Women,02-10-2024
TI-CMP-1136,Influencer,Tier 2 City Customers,16,"Google, Instagram",51983,6471,1518,1213,795728,101,5.5,English,17.7,Tier 2 City Customers,02-05-2025
TI-CMP-1137,Paid Ads,College Students,11,"YouTube, Email, WhatsApp",35857,4135,1914,837,172422,307.65,-0.33,English,19.2,Youth,21-05-2025
TI-CMP-1138,Social Media,Tier 2 City Customers,19,"Instagram, Facebook",37442,2845,839,413,323792,631.6,0.24,Bengali,10.94,Working Women,17-10-2024
TI-CMP-1139,Paid Ads,Youth,14,"WhatsApp, Email",32727,1456,593,347,71135,187.56,0.09,Hindi,7.32,Tier 2 City Customers,23-04-2025
TI-CMP-1140,Influencer,Premium Shoppers,9,Google,55441,5224,1807,1169,654640,83.39,5.72,Tamil,14.79,College Students,01-08-2024
TI-CMP-1141,Social Media,Working Women,15,"YouTube, WhatsApp, Email",77373,8977,3854,2474,1796124,33.59,20.61,Tamil,19.78,Tier 2 City Customers,20-02-2025
TI-CMP-1142,Social Media,Tier 2 City Customers,20,"Google, Email",33513,993,497,252,130284,454.85,0.14,English,5.2,Youth,16-10-2024
TI-CMP-1143,Email,Premium Shoppers,23,"Instagram, WhatsApp",47984,6514,2758,1990,533320,137.44,0.95,English,23.47,College Students,08-08-2024
TI-CMP-1144,Email,Youth,28,"Email, Facebook",61225,6348,1986,1175,623925,70.69,6.51,Hindi,15.53,Premium Shoppers,03-12-2024
TI-CMP-1145,Paid Ads,Youth,16,"Google, Facebook",50623,1198,521,406,157122,699.61,-0.45,English,4.2,Working Women,11-01-2025
TI-CMP-1146,Influencer,Premium Shoppers,26,WhatsApp,12133,528,228,88,52008,2711.36,-0.78,English,6.96,Premium Shoppers,03-11-2024
TI-CMP-1147,Paid Ads,Premium Shoppers,15,"Facebook, YouTube",58252,3172,1212,919,304189,151.67,1.18,Tamil,9.1,Premium Shoppers,30-10-2024
TI-CMP-1148,SEO,Premium Shoppers,9,Email,23627,1572,857,506,254518,551.61,-0.09,Hindi,12.42,Tier 2 City Customers,02-03-2025
TI-CMP-1149,Email,Working Women,15,"YouTube, Instagram, WhatsApp",90732,9028,2527,1549,903067,193.48,2.01,English,14.44,Tier 2 City Customers,01-10-2024
TI-CMP-1150,Paid Ads,Tier 2 City Customers,16,"Email, Instagram",80143,11688,3494,1542,510402,138.21,1.39,Hindi,20.87,Youth,04-09-2024
TI-CMP-1151,Email,Youth,23,WhatsApp,49811,6303,2237,780,234000,343.93,-0.13,English,18.71,Premium Shoppers,22-05-2025
TI-CMP-1152,SEO,Tier 2 City Customers,25,"Instagram, Facebook",21867,3087,1780,1035,374670,102.5,2.53,English,26.99,College Students,05-05-2025
TI-CMP-1153,Paid Ads,Youth,29,"WhatsApp, Email, Facebook",49301,4064,2135,1363,967730,201.08,2.53,Bengali,15.34,Premium Shoppers,14-01-2025
TI-CMP-1154,SEO,College Students,25,"Instagram, Email",77633,5444,1175,785,503970,349.23,0.84,Bengali,9.54,College Students,27-05-2025
TI-CMP-1155,Email,Youth,21,"Google, Facebook, Instagram",28017,1020,325,191,127779,1108.51,-0.4,Tamil,5.48,Working Women,08-10-2024
TI-CMP-1156,Email,Premium Shoppers,6,Google,98872,9816,5377,2322,1123848,93.69,4.17,Bengali,17.71,Premium Shoppers,01-07-2024
TI-CMP-1157,Social Media,Working Women,14,"Instagram, Facebook, WhatsApp",97432,7601,3164,2313,1806453,104.14,6.5,Hindi,13.42,Tier 2 City Customers,26-11-2024
TI-CMP-1158,Social Media,Tier 2 City Customers,18,"WhatsApp, Facebook, Google",21360,2718,1053,696,217848,285.21,0.1,English,20.91,College Students,31-12-2024
TI-CMP-1159,Influencer,Youth,19,"Email, Facebook, WhatsApp",25213,1225,435,261,102834,628.21,-0.37,English,7.62,Working Women,02-05-2025
TI-CMP-1160,Paid Ads,Tier 2 City Customers,20,"YouTube, WhatsApp, Facebook",89205,8605,3706,1597,657964,69.92,4.89,Tamil,15.59,College Students,12-04-2025
TI-CMP-1161,Paid Ads,Tier 2 City Customers,12,WhatsApp,42946,1170,571,429,206778,500.27,-0.04,English,5.05,Premium Shoppers,06-08-2024
TI-CMP-1162,Email,Tier 2 City Customers,21,"WhatsApp, Facebook, Instagram",55833,1747,1000,347,86056,624.15,-0.6,Tamil,5.54,Premium Shoppers,16-08-2024
TI-CMP-1163,Social Media,Premium Shoppers,23,"YouTube, Instagram, Google",50114,7339,3799,2664,1470528,50.39,9.96,Tamil,27.54,College Students,02-04-2025
TI-CMP-1164,Social Media,College Students,6,Google,79242,11498,5791,3106,2009582,44.94,13.4,Bengali,25.74,Tier 2 City Customers,02-02-2025
TI-CMP-1165,Influencer,Tier 2 City Customers,6,WhatsApp,50808,4849,1562,631,389958,94.75,5.52,Tamil,13.86,Youth,20-11-2024
TI-CMP-1166,Social Media,Tier 2 City Customers,14,"WhatsApp, YouTube",50167,5601,2837,1439,1002983,178.03,2.92,Hindi,19.69,Working Women,03-01-2025
TI-CMP-1167,Email,Working Women,10,"Email, Instagram, WhatsApp",73023,4245,867,589,343976,290.29,1.01,Tamil,7.81,Premium Shoppers,18-06-2025
TI-CMP-1168,Email,Working Women,29,"Google, Instagram, WhatsApp",86119,12463,5889,2475,824175,43.7,6.62,Bengali,24.18,Youth,23-01-2025
TI-CMP-1169,Paid Ads,Working Women,27,Instagram,38683,3359,1974,669,428829,324.53,0.98,English,15.52,Premium Shoppers,13-07-2024
TI-CMP-1170,Paid Ads,Tier 2 City Customers,25,"YouTube, Instagram, Email",86531,4468,1922,1472,356224,72.37,2.34,Tamil,9.09,Tier 2 City Customers,08-01-2025
TI-CMP-1171,Paid Ads,College Students,16,"WhatsApp, Email",89809,3405,1594,494,191672,579.12,-0.33,English,6.12,Tier 2 City Customers,26-09-2024
TI-CMP-1172,Email,College Students,26,Email,83858,6614,2230,909,597213,170.07,2.86,Tamil,11.63,Working Women,11-08-2024
TI-CMP-1173,Social Media,College Students,6,"YouTube, WhatsApp, Instagram",43610,5152,1957,1544,975808,82.22,6.69,Bengali,19.84,Premium Shoppers,11-12-2024
TI-CMP-1174,Influencer,Premium Shoppers,30,Email,41205,4228,1414,866,667686,292.02,1.64,Bengali,15.79,College Students,19-03-2025
TI-CMP-1175,Influencer,Youth,13,"YouTube, Google, WhatsApp",45567,1147,523,263,140179,802.87,-0.34,English,4.24,Working Women,21-04-2025
